商品erpid,连锁名称,连锁id,通用名称,商品名称,条形码,批准文号,规格,生产厂家,成本价,销售单价_平均值,销售数量_总和,销售金额_总和
165450,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,洁盾婴儿爽身抑菌粉,洁盾婴儿爽身抑菌粉,"6976200030304		",(闽)卫消证字(2023)第0010号,140g,-,0,38,1256,40498.08
165450,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,爽身粉,洁盾婴儿爽身抑菌粉,"6976200030304		",(闽)卫消证字(2023)第0010号,140g,-,0,38,35,1037.37
165452,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,濠润坊严选名产礼盒,濠润坊严选名产礼盒,9588856291229,SC124444200001718,665g,-,0,108,139,12675.12
165453,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,濠润坊四喜礼盒,濠润坊四喜礼盒,9588856292547,SC12444200001718,479g,-,0,78,161,10206.21
165454,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,濠润坊黄油鸡蛋卷,濠润坊黄油鸡蛋卷,9588856291625,SC12444200001718,432g,-,0,88,215,15511.43
165455,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,番客丹麦风味曲奇饼干,番客丹麦风味曲奇饼干,4897071260954,SC10844190021963,520g,-,0,49.8,399,15293.48
165456,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,阿甘正馔罐装开心果,阿甘正馔罐装开心果,6922504606257,SC11732011500221,448g,-,0,88,224,16465.55
165457,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用热敷贴（A2型腰腹贴）,医用热敷贴（A2型腰腹贴）,6971363081743,湘械注准20242090196,三片装,-,0,16.97,467,5991.7
165459,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,周氏无糖高钙黑芝麻糊,周氏无糖高钙黑芝麻糊,6917976034523,SC12645033100148,35g*20袋,-,0,28.8,303,6966.49
165460,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用热敷贴（B2型颈椎贴）,医用热敷贴（B2型颈椎贴）,6971363081736,湘械注准20242090196,三片装,-,0,15.72,475,5134.8
165461,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,周氏传统小磨黑芝麻糊,周氏传统小磨黑芝麻糊,6917976033113,SC12645033100148,700g,-,0,27.8,337,6591.95
165462,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"医用热敷贴（C2型关节护膝贴）		",医用热敷贴（C2型关节护膝贴）,6971363081750,湘械注准20242090196,四片装,-,0,16.32,461,4988.11
165463,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,华享味山核桃香瓜子,华味享山核桃香瓜子,6972476871931,SC10934132105543,400g,-,0,16.5,1258,11756.79
165464,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,眼部热敷贴,眼部热敷贴,6971363081965,湘械注准20242090277,5片,-,0,11.7,1260,10533
165464,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,眼贴,眼部热敷贴,6971363081965,湘械注准20242090277,5片,-,0,9.91,361,3088.06
165465,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,护肤精油,赫本素橄榄油聚乙二醇液体敷料,6974051190222,湘械注准20212140261,50ml,-,0,38,188,6157.73
165465,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,赫本素橄榄油聚乙二醇液体敷,赫本素橄榄油聚乙二醇液体敷料,6974051190222,湘械注准20212140261,50ml,-,0,38,490,13755.32
165466,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,护肤甘油,赫本素聚乙二醇甘油液体敷料,6974051190215,湘械注准20212140162,50ml,-,0,28,408,9711.17
165466,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,赫本素聚乙二醇甘油液体敷料,赫本素聚乙二醇甘油液体敷料,6974051190215,湘械注准20212140162,50ml,-,0,28,1265,30154.13
165467,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,赫本素鸡眼型穴位压力刺激贴,赫本素鸡眼型穴位压力刺激贴,6974051190444,青宁械备20230026,12贴,-,0,28,942,23136.29
165467,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,鸡眼贴,赫本素鸡眼型穴位压力刺激贴,6974051190444,青宁械备20230026,12贴,-,0,28,617,15140.18
165468,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,赫本素巴克医用疤痕修复凝胶,赫本素巴克医用疤痕修复凝胶,6974051190369,吉械注准20222140669,15g,-,0,138,542,51590.99
165468,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,疤痕修复凝胶,赫本素巴克医用疤痕修复凝胶,6974051190369,吉械注准20222140669,15g,-,0,138,578,53855.26
165469,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素豆克组合医用重组Ⅲ型人源化胶原蛋白修护套盒				",赫本素豆克组合医用重组Ⅲ型人源化胶原蛋白修护套盒,6974051190529,湘械注准20222141211/0,25mg+15g,-,0,188,393,51031.32
165470,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素豆克医用重组Ⅲ型人源化胶原蛋白修护凝胶				",赫本素豆克医用重组Ⅲ型人源化胶原蛋白修护凝胶,6974051190505,湘械注准20222141210,15g,-,0,48,1960,82472.95
165471,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素汗达克壳聚糖脚轻松喷雾剂
		",赫本素汗达克壳聚糖脚轻松喷雾剂,6974051190413,湘械注准20162140135,60ml,-,0,38,870,22060.31
165471,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,脚臭喷雾,赫本素汗达克壳聚糖脚轻松喷雾剂,6974051190413,湘械注准20162140135,60ml,-,0,38,567,11891.1
165472,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,鸡眼护理盒,鸡眼护理盒,6971996443444,青宁械备20240024,10贴+1只,-,0,28,835,20451
165472,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,鸡眼贴,鸡眼护理盒,6971996443444,青宁械备20240024,10贴+1只,-,0,28,573,14066.85
165473,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,赫本素医用痔疮凝胶敷料,赫本素医用痔疮凝胶敷料,6974051190451,吉械注准20242140278,20g,-,0,38,1476,49388.42
165473,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用痔疮凝胶敷料,赫本素医用痔疮凝胶敷料,6974051190451,吉械注准20242140278,20g,-,0,38,1057,35370.58
165474,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,赫本素康乃馨妇用洁炎凝胶,赫本素康乃馨妇用洁炎凝胶,6974051190475,吉械注准20192180102,3g*3支,-,0,48,652,27325.87
165474,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,康乃馨妇用洁炎凝胶,赫本素康乃馨妇用洁炎凝胶,6974051190475,吉械注准20192180102,3g*3支,-,0,48,449,18361.5
165475,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,赫本素康乃馨卡波姆妇科洗液,赫本素康乃馨卡波姆妇科洗液,6974051190482,吉械注准20232140147,200ml,-,0,38,1057,35178.03
165475,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,康乃馨卡波姆妇科洗液,赫本素康乃馨卡波姆妇科洗液,6974051190482,吉械注准20232140147,200ml,-,0,38,828,27917.42
165476,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,卢医师医用远红外凝胶,赫本素卢医师医用远红外凝胶,6974051190574,吉械注准20242090623,20g,-,0,38,59,1866.5
165476,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,赫本素卢医师医用远红外凝胶,赫本素卢医师医用远红外凝胶,6974051190574,吉械注准20242090623,20g,-,0,46.61,124,4541.39
165477,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"卢医师医用远红外止咳凝胶		",赫本素卢医师医用远红外止咳凝胶,6974051190567,吉械注准20232090396,20g,-,0,38,67,2014.61
165477,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素卢医师医用远红外止咳凝胶		",赫本素卢医师医用远红外止咳凝胶,6974051190567,吉械注准20232090396,20g,-,0,46.12,143,4634.65
165478,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"卢医师泰到位医用远红外治疗凝胶		",赫本素卢医师泰到位医用远红外治疗凝胶,6974051190468,吉械注准20232090395,20g,-,0,48,262,10233.82
165478,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素卢医师泰到位医用远红外治疗凝胶		",赫本素卢医师泰到位医用远红外治疗凝胶,6974051190468,吉械注准20232090395,20g,-,0,48,496,17298.21
165480,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,紫草油,赫本素舒英葆紫草油造口皮肤保护剂,6974051190536,闽南械备20240002,20ml,-,0,29.8,346,9214.97
165480,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素舒英葆紫草油造口皮肤保护剂		",赫本素舒英葆紫草油造口皮肤保护剂,6974051190536,闽南械备20240002,20ml,-,0,29.8,398,10347.84
165481,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素宝宝紫草油造口皮肤保剂				",赫本素宝宝紫草油造口皮肤保剂,6974051190543,闽南械备20240002,30ml,-,0,38,946,31536.81
165481,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"紫草油				",赫本素宝宝紫草油造口皮肤保剂,6974051190543,闽南械备20240002,30ml,-,0,38,801,27216.65
165482,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素舒极膏医用退热凝胶（涂抹型）		",赫本素舒极膏医用退热凝胶（涂抹型）,6974051190277,青械备20180032号,15g,-,0,29.8,314,8102.19
165482,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"退热凝胶	",赫本素舒极膏医用退热凝胶（涂抹型）,6974051190277,青械备20180032号,15g,-,0,29.8,306,7821.03
165483,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,疤痕修复凝胶,赫本素巴克组合医用疤痕修复凝胶,6974051190376,吉械注准20222140669,15g+25g,-,0,248,338,60328.4
165483,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素巴克组合医用疤痕修复凝胶		",赫本素巴克组合医用疤痕修复凝胶,6974051190376,吉械注准20222140669,15g+25g,-,0,248,344,59340.04
165483,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"疤痕修复凝胶		",赫本素巴克组合医用疤痕修复凝胶,6974051190376,吉械注准20222140669,15g+25g,-,0,248,9,1200.4
165484,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"赫本素晕车贴穴位压力刺激贴		",赫本素晕车贴穴位压力刺激贴,6974051190437,青宁械备20230042,6贴,-,0,19.8,2281,39742.99
165484,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,晕车贴,赫本素晕车贴穴位压力刺激贴,6974051190437,青宁械备20230042,6贴,-,0,19.8,1514,26533.95
165488,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,清洗液,清洗液（艾草滋养）,6973610489951,闽龙械备20230014,500ml,-,0,69,2,59.6
165488,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,洗发水,清洗液（艾草滋养）,6973610489951,闽龙械备20230014,500ml,-,0,69,78,2525
165488,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,清洗液（艾草滋养）,清洗液（艾草滋养）,6973610489951,闽龙械备20230014,500ml,-,0,69,663,22385.95
165489,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,清洗液,清洗液（咖啡因老姜王）,6973610489968,闽龙械备20230014,500ml,-,0,69,5,149
165489,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,洗发水,清洗液（咖啡因老姜王）,6973610489968,闽龙械备20230014,500ml,-,0,69,351,11248.69
165489,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,清洗液（咖啡因老姜王）,清洗液（咖啡因老姜王）,6973610489968,闽龙械备20230014,500ml,-,0,69,834,28463.72
165490,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,卫生巾/护垫,医用妇科护垫,6954471100209,湘株械备20210020号,240mm*90mm*5片,-,0,12.8,595,6343.23
165490,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用妇科护垫,医用妇科护垫,6954471100209,湘株械备20210020号,240mm*90mm*5片,-,0,12.8,245,2609.28
165490,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,卫生巾,医用妇科护垫,6954471100209,湘株械备20210020号,240mm*90mm*5片,-,0,12.8,46,401.42
165491,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,卫生巾,医用妇科护垫,6954471100230,湘株械备20210020号,360mm*105mm*4片,-,0,15.8,44,603.03
165491,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用妇科护垫,医用妇科护垫,6954471100230,湘株械备20210020号,360mm*105mm*4片,-,0,15.8,279,3799.7
165491,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,卫生巾/护垫,医用妇科护垫,6954471100230,湘株械备20210020号,360mm*105mm*4片,-,0,15.8,358,5151.87
165492,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用妇科护垫（经期裤）,医用妇科护垫（经期裤）,6954471103002,湘株械备20210020号,M-L(2+1片）,-,0,19.8,397,6838.21
165492,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,卫生巾/护垫,医用妇科护垫（经期裤）,6954471103002,湘株械备20210020号,M-L(2+1片）,-,0,19.8,436,7805.75
165493,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,卫生巾,医用妇科护垫,6954471100223,湘株械备20210020号,290mm*90mm*5片,-,0,14.9,18,235.63
165493,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,卫生巾/护垫,医用妇科护垫,6954471100223,湘株械备20210020号,290mm*90mm*5片,-,0,14.9,437,5955.91
165493,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用妇科护垫,医用妇科护垫,6954471100223,湘株械备20210020号,290mm*90mm*5片,-,0,14.9,279,3568.83
165495,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,蛋白粉,汤臣倍健金装蛋白粉,6940863628963,食健备G202444001602,300g+300g,-,0,475.3,477,123385.3
165495,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,汤臣倍健金装蛋白粉,汤臣倍健金装蛋白粉,6940863628963,食健备G202444001602,300g+300g,-,0,488,433,146073.62
165501,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,肠胃凝胶医用退热凝胶,肠胃凝胶医用退热凝胶,6977543200232,鲁菏械备20240045,20g,-,0,15,7,71.35
165526,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,枇杷金银花含片,摩音枇杷金银花含片,6931144804718,国食健注G20120480,32g（2g*16粒）,-,0,13.8,201,2300.05
165526,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,摩音枇杷金银花含片,摩音枇杷金银花含片,6931144804718,国食健注G20120480,32g（2g*16粒）,-,0,13.8,397,4308.16
165527,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,雪梨川贝枇杷含片,摩音雪梨川贝枇杷含片,6931144804756,国食健注G20200229,32g（2g*16粒）,-,0,13.8,223,2522.76
165527,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,摩音雪梨川贝枇杷含片,摩音雪梨川贝枇杷含片,6931144804756,国食健注G20200229,32g（2g*16粒）,-,0,13.8,313,3435.66
165528,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,草珊瑚含片,摩音草珊瑚含片,6931144804732,国食健注G20080340,24g（1.5g*16粒）,-,0,13.8,159,1769.43
165528,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,摩音草珊瑚含片,摩音草珊瑚含片,6931144804732,国食健注G20080340,24g（1.5g*16粒）,-,0,13.8,182,2041.71
165529,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,胖大海菊花糖,摩音胖大海菊花糖,6931144804725,国食健注G20060564,24g（1.5g*16粒）,-,0,13.8,183,2157.1
165529,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,摩音胖大海菊花糖,摩音胖大海菊花糖,6931144804725,国食健注G20060564,24g（1.5g*16粒）,-,0,13.8,555,6186.94
165530,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,健林在线蛋白粉,健林在线蛋白粉,6943003978454,国食健注G20150730,600g（300g*2罐）,-,0,226.86,1306,181082
165530,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,蛋白粉,健林在线蛋白粉,6943003978454,国食健注G20150730,600g（300g*2罐）,-,0,228,436,60972.3
165543,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,洁芙柔免洗手消毒凝胶,洁芙柔免洗手消毒凝胶,6909157000144,沪卫消证字（2003）第10001号,500ml,-,0,28,25,560
165544,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,洗发水,养元青控油止痒洗发水,6901070609121,云妆20160016,500ml,-,0,89,1,89
165544,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,养元青控油止痒洗发水,养元青控油止痒洗发水,6901070609121,云妆20160016,500ml,-,0,89,5,435
165545,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,洗发水,养元青去屑柔顺洗发水,6901070609138,云妆20160016,500ml,-,0,89,1,89
165545,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,养元青去屑柔顺洗发水,养元青去屑柔顺洗发水,6901070609138,云妆20160016,500ml,-,0,89,2,178
165546,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,养元青小养生姜洗发露,养元青小养生姜洗发露,6901070606663,云妆20160016,500ML,-,0,89,8,687.65
165547,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,康致捷免洗手消毒凝胶,康致捷免洗手消毒凝胶,6973702460196,鲁卫消证字（2020）第1378号,500ml,-,0,28,25,560
165789,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,蓝莓原浆,蓝莓原浆,6972982090994,SC10652042511028,50ml*12瓶,-,0,123.32,1467,92312.8
165792,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,毛嗑原味瓜子,毛嗑原味瓜子,6924187808584,GB 19300,400g,-,0,9.9,3832,28509.92
165796,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,珍酒三十,珍酒三十（珍三十）,6949793411089,GB/T26760-2011(优级）,500ml,-,0,890,69,57170
165806,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,腕部固定带,腕部固定带,-,冀衡械备20230220,均码2条装,-,0,12,15,162.12
165818,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,钙维生素D维生素K口服液,钙维生素D维生素K口服液,6909782931530,食健备G202444002518,15mg*22支,-,0,69.98,314,15954.08
165826,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,美好时光海苔卷,美好时光海苔卷,6926475213476,GB/T 23596,20.5g,-,0,9.9,2765,22113.6
165827,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,毛嗑焦糖瓜子,毛嗑焦糖瓜子,6924187808560,GB/19300,400g,-,0,9.9,698,5562.14
165828,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,喜之郎乳酸果冻,喜之郎乳酸果冻,6926475208915,Q/XZL 0018S,882g,-,0,9.9,2829,23747.11
165829,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,喜之郎果冻袋装,喜之郎果冻袋装,-,Q/XZL 0018S,882g,-,0,9.9,139,1169.18
165829,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,喜之郎果冻袋装,喜之郎果冻袋装,6926475209660,Q/XZL 0018S,882g,-,0,9.9,2580,21685.19
165835,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,钙维生素D软胶囊,钙维生素D软胶囊,6909782932223,食健备G202444003539,100g（1g*100粒）,-,0,58.71,258,11891.37
165835,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,钙维生素D软胶囊,钙维生素D软胶囊,6909782932223,食健备G202444003539,110g（1.1g*100粒）,-,0,39.8,209,6368.74
165836,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,褪黑素片,褪黑素片,6909782932247,食健备G202444002471,24g（400mg*60片）,-,0,37.52,116,3659.26
165843,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,百灵鸟-绵柔巾,百灵鸟-绵柔巾,6977386090038,（安开）卫消证字（2003）第001号,200mm*216mm*60片,-,0,12.8,2,20.48
165843,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,洗脸巾,百灵鸟-绵柔巾,6977386090038,（安开）卫消证字（2003）第001号,200mm*216mm*66片,-,0,12.8,26,215.4
165843,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,百灵鸟-绵柔巾,百灵鸟-绵柔巾,6977386090038,（安开）卫消证字（2003）第001号,200mm*216mm*66片,-,0,12.8,8965,72740.6
165843,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,棉片,百灵鸟-绵柔巾,6977386090038,（安开）卫消证字（2003）第001号,200mm*216mm*66片,-,0,12.8,1353,10969.52
165845,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,棉片,棉片,6970252236288,湘岳械备20170008号,18cm*20cm*60片,-,0,9.9,366,1139.06
165869,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,沙漠人参肉苁蓉酒,沙漠人参肉苁蓉酒,6936574516040,SC11552011210099,500ml,-,0,82.31,557,32893.55
165891,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用静脉曲张袜,医用静脉曲张压缩袜,6971825281018,浙械注准20152090189,长筒式XL码,-,0,114,15,1710
165891,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用静脉曲张压缩袜,医用静脉曲张压缩袜,6971825281018,浙械注准20152090189,长筒式XL码,-,0,138,26,3305.91
165893,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,面霜/水乳/精华,重组胶原蛋白生物修复敷料,6936860101905,陕械注准20192140042,50ml,-,0,118,5,505.1
165893,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,重组胶原蛋白生物修复敷料,重组胶原蛋白生物修复敷料,6936860101905,陕械注准20192140042,50ml,-,0,118,65,6347.78
165900,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用退热贴,美林医用退热贴-婴儿,6934523161488,鲁青械备20160038号,85mm*40mm*6片,-,0,45,307,12431.15
165901,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用退热贴,美林医用退热贴-儿童,6934523161501,鲁青械备20160038号,120mm*50mm*6贴,-,0,45,205,7968.14
165902,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,血糖试条,血糖试条（葡萄糖脱氢酶法）,6914329006930,京械注准20202400520,5DP(50支）,-,0,138,11,1158.52
165909,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,聚尿袋,聚尿袋,-,浙温械备20220117,SNQ-28型 10只装,-,0,18,31,458.26
165937,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,功能性面膜,束颜宣言医用透明质酸钠修护贴,6976319202319,湘械注准20232140289,5片,-,0,46.58,565,16428.61
165937,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用透明质酸钠修护贴,束颜宣言医用透明质酸钠修护贴,6976319202319,湘械注准20232140289,5片,-,0,39.8,663,21680.65
165937,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,面膜,束颜宣言医用透明质酸钠修护贴,6976319202319,湘械注准20232140289,5片,-,0,43.23,86,779.62
165937,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用透明质酸钠修护贴,医用透明质酸钠修护贴,6976319202319,湘械注准20232140289,5片,-,0,39.8,101,3321.41
165940,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,腕部动态血压记录仪,腕部动态血压记录仪,6942103131820,粤械注准20242071034,LCA-B11,-,0,2988,150,446825.14
165945,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,生物膜创面敷料,生物膜创面敷料,6970536163361,湘械注准20212140518,6片,-,0,168,1495,247784.86
165952,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,维生素C含片,来益维生素C含片（香橙味）,6971622421549,食健备G202233001921,160g（0.8g*200片）,-,0,98,10,800.72
165952,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,维生素C片(健康食品),来益维生素C含片（香橙味）,6971622421549,食健备G202233001921,160g（0.8g*200片）,-,0,98,2098,94735.78
